id,sessiondate,sessiontime,procedure,stage,visresp,visrt,confresp,confrt,trial
2670,10/17/2011,14:22:59,CSminusRev,Reversal,2,302,1,305,30
2670,10/17/2011,14:22:59,CSplusUSRev,Reversal,1,369,1,210,31
2670,10/17/2011,14:22:59,CSplusUSRev,Reversal,2,1167,2,272,32
2670,10/17/2011,14:22:59,ThankYou,Reversal,1,7072,,,33
2795,3/20/2012,15:35:09,Practice1,List2,,,,,-4
2795,3/20/2012,15:35:09,Practice1,List2,1,762,1,1393,-3
2795,3/20/2012,15:35:09,Practice1,List2,1,465,1,684,-2
2795,3/20/2012,15:35:09,Practice1,List2,1,313,1,551,-1
2795,3/20/2012,15:35:09,PracticeOver,List2,,,,,0
2795,3/20/2012,15:35:09,CSplusUSRev,AcquisitionOpp,1,478,1,636,1
2795,3/20/2012,15:35:09,CSminusRev,AcquisitionOpp,1,443,1,852,2
2795,3/20/2012,15:35:09,CSplusUSRev,AcquisitionOpp,2,944,1,889,3
2795,3/20/2012,15:35:09,CSminusRev,AcquisitionOpp,1,376,1,580,4
2795,3/20/2012,15:35:09,CSminusRev,AcquisitionOpp,1,389,1,324,5
2795,3/20/2012,15:35:09,CSplusUSRev,AcquisitionOpp,1,606,1,758,6
2795,3/20/2012,15:35:09,CSplusUSRev,AcquisitionOpp,1,447,1,584,7
2795,3/20/2012,15:35:09,CSminusRev,AcquisitionOpp,2,632,1,693,8
2795,3/20/2012,15:35:09,CSplusUSRev,AcquisitionOpp,1,441,1,850,9
2795,3/20/2012,15:35:09,CSminusRev,AcquisitionOpp,1,329,1,299,10
2795,3/20/2012,15:35:09,CSplusUSRev,AcquisitionOpp,1,399,1,237,11
2795,3/20/2012,15:35:09,CSminusRev,AcquisitionOpp,1,418,1,260,12
2795,3/20/2012,15:35:09,CSminusRev,AcquisitionOpp,1,326,1,311,13
2795,3/20/2012,15:35:09,CSplusUSRev,AcquisitionOpp,2,618,1,469,14
2795,3/20/2012,15:35:09,CSplusUSRev,AcquisitionOpp,2,300,1,216,15
2795,3/20/2012,15:35:09,CSminusRev,AcquisitionOpp,2,627,2,702,16
2795,3/20/2012,15:35:09,CSplusUS,ReversalOpp,2,287,3,665,17
2795,3/20/2012,15:35:09,CSminus,ReversalOpp,2,801,2,381,18
2795,3/20/2012,15:35:09,CSminus,ReversalOpp,2,569,1,522,19
2795,3/20/2012,15:35:09,CSplusUS,ReversalOpp,2,599,2,876,20
2795,3/20/2012,15:35:09,CSminus,ReversalOpp,1,810,1,457,21
2795,3/20/2012,15:35:09,CSplusUS,ReversalOpp,2,521,2,514,22
2795,3/20/2012,15:35:09,CSminus,ReversalOpp,1,1000,1,1116,23
2795,3/20/2012,15:35:09,CSplusUS,ReversalOpp,2,385,2,349,24
2795,3/20/2012,15:35:09,CSminus,ReversalOpp,2,716,1,762,25
2795,3/20/2012,15:35:09,CSplusUS,ReversalOpp,2,487,2,840,26
2795,3/20/2012,15:35:09,CSminus,ReversalOpp,1,385,1,620,27
2795,3/20/2012,15:35:09,CSplusUS,ReversalOpp,2,719,1,733,28
2795,3/20/2012,15:35:09,CSplusUS,ReversalOpp,2,544,2,923,29
2795,3/20/2012,15:35:09,CSminus,ReversalOpp,1,964,1,787,30
2795,3/20/2012,15:35:09,CSminus,ReversalOpp,2,906,1,348,31
2795,3/20/2012,15:35:09,CSplusUS,ReversalOpp,2,711,1,788,32
2795,3/20/2012,15:35:09,ThankYou,ReversalOpp,1,2397,,,33
2845,8/11/2011,12:23:39,Practice1,List2,,,3,501,-4
2845,8/11/2011,12:23:39,Practice1,List2,1,1101,1,1362,-3
2845,8/11/2011,12:23:39,Practice1,List2,2,1033,1,1391,-2
2845,8/11/2011,12:23:39,Practice1,List2,2,1035,1,1346,-1
2845,8/11/2011,12:23:39,PracticeOver,List2,,,,,0
2845,8/11/2011,12:23:39,CSplusUSRev,AcquisitionOpp,1,826,1,1161,1
2845,8/11/2011,12:23:39,CSminusRev,AcquisitionOpp,2,992,1,1256,2
2845,8/11/2011,12:23:39,CSplusUSRev,AcquisitionOpp,1,1435,1,1810,3
2845,8/11/2011,12:23:39,CSminusRev,AcquisitionOpp,1,1255,1,933,4
2845,8/11/2011,12:23:39,CSminusRev,AcquisitionOpp,2,1261,1,1370,5
2845,8/11/2011,12:23:39,CSplusUSRev,AcquisitionOpp,2,873,3,758,6
2845,8/11/2011,12:23:39,CSplusUSRev,AcquisitionOpp,2,950,1,1186,7
2845,8/11/2011,12:23:39,CSminusRev,AcquisitionOpp,2,828,3,651,8
2845,8/11/2011,12:23:39,CSplusUSRev,AcquisitionOpp,2,886,3,851,9
2845,8/11/2011,12:23:39,CSminusRev,AcquisitionOpp,2,1206,3,741,10
2845,8/11/2011,12:23:39,CSplusUSRev,AcquisitionOpp,2,973,3,966,11
2845,8/11/2011,12:23:39,CSminusRev,AcquisitionOpp,2,924,3,1175,12
2845,8/11/2011,12:23:39,CSminusRev,AcquisitionOpp,2,1486,3,1074,13
2845,8/11/2011,12:23:39,CSplusUSRev,AcquisitionOpp,,,1,141,14
2845,8/11/2011,12:23:39,CSplusUSRev,AcquisitionOpp,1,1141,3,1158,15
2845,8/11/2011,12:23:39,CSminusRev,AcquisitionOpp,2,981,3,910,16
2845,8/11/2011,12:23:39,CSplusUS,ReversalOpp,2,1111,3,1515,17
2845,8/11/2011,12:23:39,CSminus,ReversalOpp,1,1068,3,961,18
2845,8/11/2011,12:23:39,CSminus,ReversalOpp,1,783,3,1184,19
2845,8/11/2011,12:23:39,CSplusUS,ReversalOpp,2,1302,3,1298,20
2845,8/11/2011,12:23:39,CSminus,ReversalOpp,1,1211,3,1659,21
2845,8/11/2011,12:23:39,CSplusUS,ReversalOpp,2,1374,3,935,22
2845,8/11/2011,12:23:39,CSminus,ReversalOpp,1,934,3,1105,23
2845,8/11/2011,12:23:39,CSplusUS,ReversalOpp,2,922,3,1013,24
2845,8/11/2011,12:23:39,CSminus,ReversalOpp,1,914,3,1582,25
2845,8/11/2011,12:23:39,CSplusUS,ReversalOpp,2,853,3,1203,26
2845,8/11/2011,12:23:39,CSminus,ReversalOpp,1,1103,3,1170,27
2845,8/11/2011,12:23:39,CSplusUS,ReversalOpp,2,969,3,578,28
2845,8/11/2011,12:23:39,CSplusUS,ReversalOpp,2,576,3,825,29
2845,8/11/2011,12:23:39,CSminus,ReversalOpp,1,750,3,895,30
2845,8/11/2011,12:23:39,CSminus,ReversalOpp,1,840,3,1145,31
2845,8/11/2011,12:23:39,CSplusUS,ReversalOpp,2,782,3,815,32
2845,8/11/2011,12:23:39,CSminus,ReversalOpp,1,1044,3,1162,33
2845,8/11/2011,12:23:39,CSplusUS,ReversalOpp,2,1129,3,828,34
2845,8/11/2011,12:23:39,CSminus,ReversalOpp,1,1175,3,587,35
2845,8/11/2011,12:23:39,CSplusUS,ReversalOpp,2,839,3,565,36
2845,8/11/2011,12:23:39,CSplusUS,ReversalOpp,2,644,3,1162,37
2845,8/11/2011,12:23:39,CSminus,ReversalOpp,1,753,3,547,38
2845,8/11/2011,12:23:39,CSminus,ReversalOpp,1,714,3,685,39
2845,8/11/2011,12:23:39,CSplusUS,ReversalOpp,2,903,3,770,40
2845,8/11/2011,12:23:39,ThankYou,ReversalOpp,,,,,41
2846,8/19/2011,14:38:39,Practice1,List2,,,1,1994,-4
2846,8/19/2011,14:38:39,Practice1,List2,,,1,1016,-3
2846,8/19/2011,14:38:39,Practice1,List2,1,500,,,-2
2846,8/19/2011,14:38:39,Practice1,List2,,,,,-1
2846,8/19/2011,14:38:39,PracticeOver,List2,,,,,0
2846,8/19/2011,14:38:39,CSplusUS,Acquisition,,,3,1861,1
2846,8/19/2011,14:38:39,CSminus,Acquisition,1,792,3,1273,2
2846,8/19/2011,14:38:39,CSplusUS,Acquisition,1,1930,,,3
2846,8/19/2011,14:38:39,CSminus,Acquisition,1,1307,1,1495,4
2846,8/19/2011,14:38:39,CSplusUS,Acquisition,2,1625,3,1192,5
2846,8/19/2011,14:38:39,CSplusUS,Acquisition,1,1038,3,1396,6
2846,8/19/2011,14:38:39,CSminus,Acquisition,1,1177,1,634,7
2846,8/19/2011,14:38:39,CSplusUS,Acquisition,2,1119,1,946,8
2846,8/19/2011,14:38:39,CSminus,Acquisition,2,1210,1,1402,9
2846,8/19/2011,14:38:39,CSplusUS,Acquisition,2,1158,1,1000,10
2846,8/19/2011,14:38:39,CSminus,Acquisition,2,645,1,1227,11
2846,8/19/2011,14:38:39,CSplusUS,Acquisition,2,648,1,846,12
2846,8/19/2011,14:38:39,CSminus,Acquisition,2,650,1,992,13
2846,8/19/2011,14:38:39,CSminus,Acquisition,2,676,1,1577,14
2846,8/19/2011,14:38:39,CSplusUS,Acquisition,2,520,1,675,15
2846,8/19/2011,14:38:39,CSminus,Acquisition,2,1205,1,596,16
2846,8/19/2011,14:38:39,CSplusUSRev,Reversal,2,610,1,906,17
2846,8/19/2011,14:38:39,CSminusRev,Reversal,2,450,1,703,18
2846,8/19/2011,14:38:39,CSplusUSRev,Reversal,2,400,1,512,19
2846,8/19/2011,14:38:39,CSminusRev,Reversal,1,633,1,864,20
2846,8/19/2011,14:38:39,CSplusUSRev,Reversal,2,403,1,1059,21
2846,8/19/2011,14:38:39,CSminusRev,Reversal,2,765,1,1054,22
2846,8/19/2011,14:38:39,CSminusRev,Reversal,2,480,1,1037,23
2846,8/19/2011,14:38:39,CSplusUSRev,Reversal,2,810,1,553,24
2846,8/19/2011,14:38:39,CSplusUSRev,Reversal,2,656,1,838,25
2846,8/19/2011,14:38:39,CSminusRev,Reversal,2,496,1,684,26
2846,8/19/2011,14:38:39,CSminusRev,Reversal,2,462,1,507,27
2846,8/19/2011,14:38:39,CSplusUSRev,Reversal,1,772,1,1749,28
2846,8/19/2011,14:38:39,CSminusRev,Reversal,1,1069,1,659,29
2846,8/19/2011,14:38:39,CSplusUSRev,Reversal,2,1741,1,727,30
2846,8/19/2011,14:38:39,CSminusRev,Reversal,2,784,1,576,31
2846,8/19/2011,14:38:39,CSplusUSRev,Reversal,1,720,1,626,32
2846,8/19/2011,14:38:39,CSminusRev,Reversal,2,726,1,536,33
2846,8/19/2011,14:38:39,CSplusUSRev,Reversal,2,568,1,640,34
2846,8/19/2011,14:38:39,CSminusRev,Reversal,1,1148,1,766,35
2846,8/19/2011,14:38:39,CSplusUSRev,Reversal,2,549,1,686,36
2846,8/19/2011,14:38:39,CSplusUSRev,Reversal,1,528,1,956,37
2846,8/19/2011,14:38:39,CSminusRev,Reversal,,,2,69,38
2846,8/19/2011,14:38:39,CSminusRev,Reversal,1,592,1,1016,39
2846,8/19/2011,14:38:39,CSplusUSRev,Reversal,1,749,1,991,40
2846,8/19/2011,14:38:39,ThankYou,Reversal,,,,,41
2917,9/12/2011,14:09:30,Practice1,List2,,,,,-4
2917,9/12/2011,14:09:30,Practice1,List2,1,658,,,-3
2917,9/12/2011,14:09:30,Practice1,List2,1,326,1,569,-2
2917,9/12/2011,14:09:30,Practice1,List2,1,549,1,431,-1
2917,9/12/2011,14:09:30,PracticeOver,List2,,,,,0
2917,9/12/2011,14:09:30,CSplusUS,Acquisition,1,711,1,730,1
2917,9/12/2011,14:09:30,CSminus,Acquisition,2,1083,1,703,2
2917,9/12/2011,14:09:30,CSplusUS,Acquisition,2,1743,1,714,3
2917,9/12/2011,14:09:30,CSminus,Acquisition,,,1,747,4
2917,9/12/2011,14:09:30,CSplusUS,Acquisition,1,610,1,746,5
2917,9/12/2011,14:09:30,CSplusUS,Acquisition,,,1,354,6
2917,9/12/2011,14:09:30,CSminus,Acquisition,1,1120,1,1027,7
2917,9/12/2011,14:09:30,CSplusUS,Acquisition,1,1959,2,697,8
2917,9/12/2011,14:09:30,CSminus,Acquisition,1,1947,2,686,9
2917,9/12/2011,14:09:30,CSplusUS,Acquisition,1,911,1,1114,10
2917,9/12/2011,14:09:30,CSminus,Acquisition,1,732,1,815,11
2917,9/12/2011,14:09:30,CSplusUS,Acquisition,1,35,1,625,12
2917,9/12/2011,14:09:30,CSminus,Acquisition,1,1301,2,737,13
2917,9/12/2011,14:09:30,CSminus,Acquisition,1,921,2,820,14
2917,9/12/2011,14:09:30,CSplusUS,Acquisition,1,1247,2,381,15
2917,9/12/2011,14:09:30,CSminus,Acquisition,1,412,1,539,16
2917,9/12/2011,14:09:30,CSplusUSRev,Reversal,2,1835,2,945,17
2917,9/12/2011,14:09:30,CSminusRev,Reversal,,,1,78,18
2917,9/12/2011,14:09:30,CSplusUSRev,Reversal,1,503,1,419,19
2917,9/12/2011,14:09:30,CSminusRev,Reversal,1,991,1,423,20
2917,9/12/2011,14:09:30,CSplusUSRev,Reversal,1,603,1,355,21
2917,9/12/2011,14:09:30,CSminusRev,Reversal,1,1066,2,463,22
2917,9/12/2011,14:09:30,CSminusRev,Reversal,1,729,1,348,23
2917,9/12/2011,14:09:30,CSplusUSRev,Reversal,1,580,1,925,24
2917,9/12/2011,14:09:30,CSplusUSRev,Reversal,1,757,2,698,25
2917,9/12/2011,14:09:30,CSminusRev,Reversal,1,423,1,486,26
2917,9/12/2011,14:09:30,CSminusRev,Reversal,1,849,1,414,27
2917,9/12/2011,14:09:30,CSplusUSRev,Reversal,1,1610,1,666,28
2917,9/12/2011,14:09:30,CSminusRev,Reversal,1,701,1,353,29
2917,9/12/2011,14:09:30,CSplusUSRev,Reversal,1,551,2,816,30
2917,9/12/2011,14:09:30,CSminusRev,Reversal,1,925,1,648,31
2917,9/12/2011,14:09:30,CSplusUSRev,Reversal,1,1100,1,1087,32
2917,9/12/2011,14:09:30,ThankYou,Reversal,2,12535,,,33
2950,9/26/2011,17:12:23,Practice1,List2,,,,,-4
2950,9/26/2011,17:12:23,Practice1,List2,1,1984,1,1969,-3
2950,9/26/2011,17:12:23,Practice1,List2,1,1631,1,1678,-2
2950,9/26/2011,17:12:23,Practice1,List2,1,1488,1,916,-1
2950,9/26/2011,17:12:23,PracticeOver,List2,,,,,0
2950,9/26/2011,17:12:23,CSplusUS,Acquisition,,,1,305,1
2950,9/26/2011,17:12:23,CSminus,Acquisition,1,705,1,757,2
2950,9/26/2011,17:12:23,CSplusUS,Acquisition,,,1,324,3
2950,9/26/2011,17:12:23,CSminus,Acquisition,1,357,1,326,4
2950,9/26/2011,17:12:23,CSplusUS,Acquisition,2,877,2,714,5
2950,9/26/2011,17:12:23,CSplusUS,Acquisition,2,1155,2,1253,6
2950,9/26/2011,17:12:23,CSminus,Acquisition,2,881,2,1150,7
2950,9/26/2011,17:12:23,CSplusUS,Acquisition,2,877,2,826,8
2950,9/26/2011,17:12:23,CSminus,Acquisition,2,774,2,999,9
2950,9/26/2011,17:12:23,CSplusUS,Acquisition,2,1188,2,949,10
2950,9/26/2011,17:12:23,CSminus,Acquisition,2,725,2,679,11
2950,9/26/2011,17:12:23,CSplusUS,Acquisition,2,970,2,579,12
2950,9/26/2011,17:12:23,CSminus,Acquisition,2,904,2,500,13
2950,9/26/2011,17:12:23,CSminus,Acquisition,2,1149,2,1376,14
2950,9/26/2011,17:12:23,CSplusUS,Acquisition,1,742,1,1721,15
2950,9/26/2011,17:12:23,CSminus,Acquisition,1,753,2,803,16
2950,9/26/2011,17:12:23,CSplusUSRev,Reversal,2,1831,,,17
2950,9/26/2011,17:12:23,CSminusRev,Reversal,1,458,1,696,18
2950,9/26/2011,17:12:23,CSplusUSRev,Reversal,1,1314,2,750,19
2950,9/26/2011,17:12:23,CSminusRev,Reversal,1,789,2,1478,20
2950,9/26/2011,17:12:23,CSplusUSRev,Reversal,1,1176,1,489,21
2950,9/26/2011,17:12:23,CSminusRev,Reversal,1,722,2,677,22
2950,9/26/2011,17:12:23,CSminusRev,Reversal,2,568,3,1313,23
2950,9/26/2011,17:12:23,CSplusUSRev,Reversal,2,1114,2,941,24
2950,9/26/2011,17:12:23,CSplusUSRev,Reversal,1,813,2,989,25
2950,9/26/2011,17:12:23,CSminusRev,Reversal,2,802,1,1105,26
2950,9/26/2011,17:12:23,CSminusRev,Reversal,2,531,2,1214,27
2950,9/26/2011,17:12:23,CSplusUSRev,Reversal,2,987,1,932,28
2950,9/26/2011,17:12:23,CSminusRev,Reversal,2,971,1,1156,29
2950,9/26/2011,17:12:23,CSplusUSRev,Reversal,1,1132,2,1166,30
2950,9/26/2011,17:12:23,CSminusRev,Reversal,,,2,184,31
2950,9/26/2011,17:12:23,CSplusUSRev,Reversal,2,582,2,574,32
2950,9/26/2011,17:12:23,ThankYou,Reversal,2,3770,,,33
2980,2/15/2012,15:44:28,Practice1,List2,,,,,-4
2980,2/15/2012,15:44:28,Practice1,List2,1,1451,2,1393,-3
2980,2/15/2012,15:44:28,Practice1,List2,1,895,2,746,-2
2980,2/15/2012,15:44:28,Practice1,List2,1,841,1,1096,-1
2980,2/15/2012,15:44:28,PracticeOver,List2,,,,,0
2980,2/15/2012,15:44:28,CSminus,Acquisition,1,814,1,733,1
2980,2/15/2012,15:44:28,CSplusUS,Acquisition,1,1005,1,1061,2
2980,2/15/2012,15:44:28,CSminus,Acquisition,1,567,1,704,3
2980,2/15/2012,15:44:28,CSplusUS,Acquisition,1,842,1,584,4
2980,2/15/2012,15:44:28,CSminus,Acquisition,1,549,1,495,5
2980,2/15/2012,15:44:28,CSplusUS,Acquisition,1,664,1,654,6
2980,2/15/2012,15:44:28,CSminus,Acquisition,1,417,1,383,7
2980,2/15/2012,15:44:28,CSplusUS,Acquisition,1,597,1,429,8
2980,2/15/2012,15:44:28,CSminus,Acquisition,1,674,1,439,9
2980,2/15/2012,15:44:28,CSminus,Acquisition,1,658,1,600,10
2980,2/15/2012,15:44:28,CSplusUS,Acquisition,1,517,1,720,11
2980,2/15/2012,15:44:28,CSplusUS,Acquisition,1,529,1,507,12
2980,2/15/2012,15:44:28,CSminus,Acquisition,1,564,1,413,13
2980,2/15/2012,15:44:28,CSplusUS,Acquisition,1,418,1,577,14
2980,2/15/2012,15:44:28,CSplusUS,Acquisition,2,648,1,1054,15
2980,2/15/2012,15:44:28,CSminus,Acquisition,1,432,2,623,16
2980,2/15/2012,15:44:28,CSminusRev,Reversal,2,755,2,996,17
2980,2/15/2012,15:44:28,CSplusUSRev,Reversal,1,466,2,831,18
2980,2/15/2012,15:44:28,CSplusUSRev,Reversal,1,666,1,463,19
2980,2/15/2012,15:44:28,CSminusRev,Reversal,2,363,2,460,20
2980,2/15/2012,15:44:28,CSminusRev,Reversal,1,695,1,635,21
2980,2/15/2012,15:44:28,CSplusUSRev,Reversal,1,518,1,513,22
2980,2/15/2012,15:44:28,CSminusRev,Reversal,1,402,1,386,23
2980,2/15/2012,15:44:28,CSminusRev,Reversal,1,1055,1,677,24
2980,2/15/2012,15:44:28,CSplusUSRev,Reversal,1,551,1,625,25
2980,2/15/2012,15:44:28,CSminusRev,Reversal,1,453,1,482,26
2980,2/15/2012,15:44:28,CSplusUSRev,Reversal,1,1116,1,399,27
2980,2/15/2012,15:44:28,CSminusRev,Reversal,1,637,1,371,28
2980,2/15/2012,15:44:28,CSplusUSRev,Reversal,1,521,1,356,29
2980,2/15/2012,15:44:28,CSminusRev,Reversal,1,354,1,419,30
2980,2/15/2012,15:44:28,CSplusUSRev,Reversal,1,304,1,435,31
2980,2/15/2012,15:44:28,CSplusUSRev,Reversal,1,488,1,996,32
2980,2/15/2012,15:44:28,ThankYou,Reversal,1,3102,,,33
3019,8/2/2011,14:18:45,Practice1,List2,,,,,-4
3019,8/2/2011,14:18:45,Practice1,List2,,,,,-3
3019,8/2/2011,14:18:45,Practice1,List2,,,,,-2
3019,8/2/2011,14:18:45,Practice1,List2,1,616,1,832,-1
3019,8/2/2011,14:18:45,PracticeOver,List2,,,,,0
3019,8/2/2011,14:18:45,CSminus,Acquisition,1,540,1,631,1
3019,8/2/2011,14:18:45,CSplusUS,Acquisition,1,1475,1,552,2
3019,8/2/2011,14:18:45,CSminus,Acquisition,1,558,1,471,3
3019,8/2/2011,14:18:45,CSplusUS,Acquisition,1,785,1,897,4
3019,8/2/2011,14:18:45,CSminus,Acquisition,1,426,1,457,5
3019,8/2/2011,14:18:45,CSplusUS,Acquisition,1,515,1,558,6
3019,8/2/2011,14:18:45,CSminus,Acquisition,1,564,1,414,7
3019,8/2/2011,14:18:45,CSplusUS,Acquisition,1,722,1,469,8
3019,8/2/2011,14:18:45,CSminus,Acquisition,1,1438,1,580,9
3019,8/2/2011,14:18:45,CSminus,Acquisition,1,577,1,778,10
3019,8/2/2011,14:18:45,CSplusUS,Acquisition,1,656,1,1238,11
3019,8/2/2011,14:18:45,CSplusUS,Acquisition,1,810,1,1017,12
3019,8/2/2011,14:18:45,CSminus,Acquisition,1,436,1,451,13
3019,8/2/2011,14:18:45,CSplusUS,Acquisition,1,902,1,561,14
3019,8/2/2011,14:18:45,CSplusUS,Acquisition,1,432,1,638,15
3019,8/2/2011,14:18:45,CSminus,Acquisition,1,785,1,577,16
3019,8/2/2011,14:18:45,CSminusRev,Reversal,1,383,1,1199,17
3019,8/2/2011,14:18:45,CSplusUSRev,Reversal,1,564,1,558,18
3019,8/2/2011,14:18:45,CSplusUSRev,Reversal,1,972,1,533,19
3019,8/2/2011,14:18:45,CSminusRev,Reversal,1,548,1,558,20
3019,8/2/2011,14:18:45,CSminusRev,Reversal,1,485,1,625,21
3019,8/2/2011,14:18:45,CSplusUSRev,Reversal,1,420,1,450,22
3019,8/2/2011,14:18:45,CSminusRev,Reversal,1,573,1,966,23
3019,8/2/2011,14:18:45,CSminusRev,Reversal,1,477,1,410,24
3019,8/2/2011,14:18:45,CSplusUSRev,Reversal,1,805,1,757,25
3019,8/2/2011,14:18:45,CSminusRev,Reversal,1,387,1,579,26
3019,8/2/2011,14:18:45,CSplusUSRev,Reversal,1,457,1,902,27
3019,8/2/2011,14:18:45,CSminusRev,Reversal,1,686,1,466,28
3019,8/2/2011,14:18:45,CSplusUSRev,Reversal,1,725,1,648,29
3019,8/2/2011,14:18:45,CSminusRev,Reversal,1,523,1,646,30
3019,8/2/2011,14:18:45,CSplusUSRev,Reversal,1,672,1,757,31
3019,8/2/2011,14:18:45,CSplusUSRev,Reversal,1,1347,1,622,32
3019,8/2/2011,14:18:45,ThankYou,Reversal,,,,,33
3184,3/16/2012,14:47:19,Practice1,List2,,,,,-4
3184,3/16/2012,14:47:19,Practice1,List2,,,1,1097,-3
3184,3/16/2012,14:47:19,Practice1,List2,1,1686,1,914,-2
3184,3/16/2012,14:47:19,Practice1,List2,1,579,1,550,-1
3184,3/16/2012,14:47:19,PracticeOver,List2,,,,,0
3184,3/16/2012,14:47:19,CSminus,Acquisition,2,1834,3,1170,1
3184,3/16/2012,14:47:19,CSplusUS,Acquisition,2,1696,3,924,2
3184,3/16/2012,14:47:19,CSminus,Acquisition,,,2,88,3
3184,3/16/2012,14:47:19,CSplusUS,Acquisition,2,823,3,761,4
3184,3/16/2012,14:47:19,CSminus,Acquisition,2,570,3,395,5
3184,3/16/2012,14:47:19,CSplusUS,Acquisition,2,1652,3,600,6
3184,3/16/2012,14:47:19,CSminus,Acquisition,2,429,3,353,7
3184,3/16/2012,14:47:19,CSplusUS,Acquisition,2,463,3,395,8
3184,3/16/2012,14:47:19,CSminus,Acquisition,2,455,3,402,9
3184,3/16/2012,14:47:19,CSminus,Acquisition,2,593,3,486,10
3184,3/16/2012,14:47:19,CSplusUS,Acquisition,2,913,3,757,11
3184,3/16/2012,14:47:19,CSplusUS,Acquisition,2,577,3,692,12
3184,3/16/2012,14:47:19,CSminus,Acquisition,2,553,3,343,13
3184,3/16/2012,14:47:19,CSplusUS,Acquisition,2,374,3,370,14
3184,3/16/2012,14:47:19,CSplusUS,Acquisition,2,436,3,410,15
3184,3/16/2012,14:47:19,CSminus,Acquisition,2,492,3,365,16
3184,3/16/2012,14:47:19,CSminusRev,Reversal,2,452,3,412,17
3184,3/16/2012,14:47:19,CSplusUSRev,Reversal,2,377,3,372,18
3184,3/16/2012,14:47:19,CSplusUSRev,Reversal,,,3,1310,19
3184,3/16/2012,14:47:19,CSminusRev,Reversal,2,698,3,421,20
3184,3/16/2012,14:47:19,CSminusRev,Reversal,2,614,3,366,21
3184,3/16/2012,14:47:19,CSplusUSRev,Reversal,2,398,3,477,22
3184,3/16/2012,14:47:19,CSminusRev,Reversal,2,364,3,501,23
3184,3/16/2012,14:47:19,CSminusRev,Reversal,2,342,3,410,24
3184,3/16/2012,14:47:19,CSplusUSRev,Reversal,2,742,3,361,25
3184,3/16/2012,14:47:19,CSminusRev,Reversal,2,784,3,523,26
3184,3/16/2012,14:47:19,CSplusUSRev,Reversal,2,695,3,929,27
3184,3/16/2012,14:47:19,CSminusRev,Reversal,2,457,3,613,28
3184,3/16/2012,14:47:19,CSplusUSRev,Reversal,2,472,3,438,29
3184,3/16/2012,14:47:19,CSminusRev,Reversal,2,690,3,809,30
3184,3/16/2012,14:47:19,CSplusUSRev,Reversal,2,604,3,500,31
3184,3/16/2012,14:47:19,CSplusUSRev,Reversal,2,608,3,520,32
3184,3/16/2012,14:47:19,ThankYou,Reversal,2,7964,,,33
3313,2/17/2012,13:39:42,Practice1,List2,,,,,-4
3313,2/17/2012,13:39:42,Practice1,List2,2,609,,,-3
3313,2/17/2012,13:39:42,Practice1,List2,1,471,1,1092,-2
3313,2/17/2012,13:39:42,Practice1,List2,1,349,1,718,-1
3313,2/17/2012,13:39:42,PracticeOver,List2,,,,,0
3313,2/17/2012,13:39:42,CSplusUS,Acquisition,2,1510,1,810,1
3313,2/17/2012,13:39:42,CSminus,Acquisition,1,952,1,674,2
3313,2/17/2012,13:39:42,CSplusUS,Acquisition,2,587,1,1155,3
3313,2/17/2012,13:39:42,CSminus,Acquisition,1,851,1,1120,4
3313,2/17/2012,13:39:42,CSplusUS,Acquisition,2,528,1,1035,5
3313,2/17/2012,13:39:42,CSplusUS,Acquisition,2,551,1,640,6
3313,2/17/2012,13:39:42,CSminus,Acquisition,1,580,1,908,7
3313,2/17/2012,13:39:42,CSplusUS,Acquisition,1,726,1,873,8
3313,2/17/2012,13:39:42,CSminus,Acquisition,2,675,1,1352,9
3313,2/17/2012,13:39:42,CSplusUS,Acquisition,2,702,1,578,10
3313,2/17/2012,13:39:42,CSminus,Acquisition,1,713,1,844,11
3313,2/17/2012,13:39:42,CSplusUS,Acquisition,2,951,1,737,12
3313,2/17/2012,13:39:42,CSminus,Acquisition,2,721,1,404,13
3313,2/17/2012,13:39:42,CSminus,Acquisition,2,576,1,649,14
3313,2/17/2012,13:39:42,CSplusUS,Acquisition,2,533,1,447,15
3313,2/17/2012,13:39:42,CSminus,Acquisition,2,827,1,442,16
3313,2/17/2012,13:39:42,CSplusUSRev,Reversal,1,533,1,1391,17
3313,2/17/2012,13:39:42,CSminusRev,Reversal,1,629,,,18
3313,2/17/2012,13:39:42,CSplusUSRev,Reversal,2,1317,3,1056,19
3313,2/17/2012,13:39:42,CSminusRev,Reversal,2,1100,,,20
3313,2/17/2012,13:39:42,CSplusUSRev,Reversal,2,1544,1,1099,21
3313,2/17/2012,13:39:42,CSminusRev,Reversal,2,1101,3,752,22
3313,2/17/2012,13:39:42,CSminusRev,Reversal,1,520,1,370,23
3313,2/17/2012,13:39:42,CSplusUSRev,Reversal,1,432,1,942,24
3313,2/17/2012,13:39:42,CSplusUSRev,Reversal,2,1071,1,452,25
3313,2/17/2012,13:39:42,CSminusRev,Reversal,2,1101,1,513,26
3313,2/17/2012,13:39:42,CSminusRev,Reversal,2,498,1,270,27
3313,2/17/2012,13:39:42,CSplusUSRev,Reversal,2,648,1,445,28
3313,2/17/2012,13:39:42,CSminusRev,Reversal,2,425,1,280,29
3313,2/17/2012,13:39:42,CSplusUSRev,Reversal,1,715,1,1150,30
3313,2/17/2012,13:39:42,CSminusRev,Reversal,1,908,1,841,31
